"geo_id","res_imprv_pct_median","res_imprv_pct_stdev","res_count","com_imprv_pct_median","com_imprv_pct_stdev","com_count"
"06085505900",34.54,11.4,67,"","",0
"06085506000",34.9,10.3,42,"","",0
"06085506101",25.0,4.1,38,21.77,0.0,1
"06085506102",35.03,11.6,55,26.92,0.0,1
"06085506103",25.0,11.6,40,45.42,0.0,1
"06085506202",25.0,3.9,57,39.1,26.6,2
"06085506203",50.0,9.5,48,"","",0
"06085506204",25.0,10.3,78,"","",0
"06085506301",30.0,8.9,30,"","",0
"06085506302",25.0,12.3,77,"","",0
"06085506304",36.14,12.4,29,65.69,0.0,1
"06085506305",25.0,11.4,27,"","",0
"06085506401",50.0,16.8,105,46.15,0.0,1
"06085506402",30.0,6.3,58,42.94,9.4,2
"06085506501",50.0,11.9,57,44.11,0.0,1
"06085506502",50.0,13.3,65,56.19,14.8,8
"06085506503",50.0,14.5,87,25.33,0.0,1
"06085506601",25.0,5.2,40,"","",0
"06085506603",25.0,9.0,39,"","",0
"06085506604",25.0,5.6,73,"","",0
"06085506605",25.0,13.1,29,64.01,8.2,3
"06085506606",31.3,9.9,44,"","",0
"06085506701",25.0,12.1,38,"","",0
"06085506702",25.0,10.7,75,"","",0
"06085506703",33.33,10.5,45,"","",0
"06085506801",25.0,12.0,82,57.89,13.9,7
"06085506802",20.0,11.7,58,"","",0
"06085506803",30.0,9.9,75,"","",0
"06085506804",30.0,13.1,72,"","",0
"06085506900",30.0,14.7,93,16.92,0.0,1
"06085507001",40.0,15.5,144,77.69,1.8,4
"06085507002",30.0,10.5,36,"","",0
"06085507100",56.11,15.8,27,30.09,27.6,4
"06085507203",39.08,10.7,46,"","",0
"06085507205",49.74,14.0,109,"","",0
"06085507206",38.43,15.0,24,"","",0
"06085507301",25.0,12.7,104,"","",0
"06085507302",25.59,14.5,51,6.93,2.0,2
"06085507401",25.0,9.4,63,75.41,3.7,6
"06085507402",25.0,12.2,68,47.64,14.2,2
"06085507500",25.0,11.9,59,32.1,0.0,1
"06085507600",30.0,12.7,80,"","",0
"06085507701",25.0,18.6,42,59.48,8.5,2
"06085507702",20.0,15.3,54,17.69,0.0,1
"06085507703",25.0,15.9,62,73.09,0.2,2
"06085507805",27.5,16.0,36,40.52,3.8,2
"06085507806",25.0,12.1,25,"","",0
"06085507807",20.0,15.5,30,"","",0
"06085507808",20.0,12.6,41,36.11,22.2,2
"06085507903",25.0,14.5,45,"","",0
"06085507904",20.0,2.4,36,"","",0
"06085507905",35.0,14.1,49,"","",0
"06085507906",35.0,10.1,42,"","",0
"06085508001",22.33,14.0,69,"","",0
"06085508003",10.0,17.0,12,"","",0
"06085508004",10.0,13.7,62,"","",0
"06085508101",25.0,13.3,53,36.38,16.2,4
"06085508102",25.0,11.5,23,55.17,0.0,1
"06085508202",20.0,13.4,54,"","",0
"06085508203",35.0,10.1,49,"","",0
"06085508204",35.0,8.6,42,"","",0
"06085508301",20.0,6.5,46,"","",0
"06085508303",20.0,9.0,22,43.09,0.2,2
"06085508304",45.0,15.2,50,54.67,0.0,1
"06085508401",25.0,6.8,59,69.99,0.0,1
"06085508403",20.0,11.1,36,"","",0
"06085508404",40.0,6.3,70,"","",0
"06085508503",50.0,12.2,40,49.75,10.3,3
"06085508504",50.0,11.8,29,13.97,0.0,1
"06085508505",50.0,11.6,42,"","",0
"06085508507",50.0,9.9,42,"","",0
"06085508508",25.0,8.1,27,"","",0
"06085508601",40.0,10.0,36,"","",0
"06085508602",30.0,9.9,42,24.41,0.0,1
"06085508703",50.0,11.0,73,"","",0
"06085508704",50.0,11.5,66,44.67,18.8,12
"06085508800",20.0,9.6,12,"","",0
"06085508900",42.55,11.5,43,"","",0
"06085509000",20.01,12.2,64,69.75,18.6,3
"06085509102",50.0,5.9,36,80.31,4.4,2
"06085509105",50.0,8.9,78,"","",0
"06085509106",40.0,8.6,34,"","",0
"06085509107",50.0,8.8,12,"","",0
"06085509108",50.0,13.4,35,69.94,26.2,6
"06085509109",50.0,13.3,61,45.41,0.0,1
"06085509201",50.0,9.9,57,"","",0
"06085509202",50.0,15.9,50,88.03,0.0,1
"06085509302",50.0,12.1,43,0.0,13.2,8
"06085509303",50.0,13.1,34,"","",0
"06085509304",50.0,8.6,50,29.95,21.5,5
"06085509401",50.0,16.3,15,29.99,28.4,5
"06085509403",50.0,4.3,29,2.51,0.0,1
"06085509404",50.0,6.8,61,48.09,11.7,2
"06085509500",30.0,11.9,44,71.74,0.7,2
"06085509600",46.81,15.7,54,76.3,19.6,6
"06085509700",30.0,10.2,33,44.38,0.0,1
"06085509801",30.0,12.9,56,56.81,0.0,1
"06085509802",27.27,11.3,45,11.9,4.2,2
"06085509901",30.0,11.8,23,"","",0
"06085509902",35.01,16.7,89,28.42,28.3,2
"06085510001",20.0,12.5,76,38.74,17.6,4
"06085510002",25.0,9.0,45,"","",0
"06085510100",25.0,8.9,36,"","",0
"06085510200",30.0,14.1,59,"","",0
"06085510300",46.84,20.9,75,42.55,15.3,6
"06085510400",15.0,14.7,45,22.73,24.6,4
"06085510500",35.0,17.0,74,87.61,0.0,1
"06085510600",42.62,17.5,75,37.89,2.2,2
"06085510700",50.0,17.1,56,51.68,27.5,9
"06085510801",30.0,12.4,74,28.29,0.0,1
"06085510802",50.0,10.9,14,"","",0
"06085510803",50.0,12.0,43,"","",0
"06085510900",50.0,16.3,50,"","",0
"06085511000",30.0,11.7,66,47.22,0.0,2
"06085511100",10.0,8.2,72,"","",0
"06085511200",10.0,12.4,79,16.76,0.4,2
"06085511301",50.0,20.6,52,"","",0
"06085511302",50.0,18.3,60,51.36,16.7,11
"06085511400",10.0,13.6,55,"","",0
"06085511500",50.0,18.8,60,55.23,16.8,6
"06085511701",26.62,16.9,58,"","",0
"06085511702",28.0,15.1,44,"","",0
"06085511704",25.63,13.1,60,"","",0
"06085511705",31.69,13.4,14,"","",0
"06085511707",28.0,13.2,41,"","",0
"06085511800",35.0,12.9,55,61.11,0.0,1
"06085511905",35.0,10.4,35,4.08,0.0,1
"06085511907",25.0,3.5,51,"","",0
"06085511909",35.0,11.2,94,"","",0
"06085511910",35.0,4.7,46,"","",0
"06085511911",39.3,11.5,64,"","",0
"06085511912",25.0,9.8,48,"","",0
"06085511913",35.0,5.0,39,"","",0
"06085511914",35.0,9.5,61,"","",0
"06085511915",35.83,16.9,26,"","",0
"06085511916",20.0,11.4,59,"","",0
"06085512001",50.0,6.1,99,68.51,0.0,1
"06085512005",30.0,8.2,79,"","",0
"06085512017",40.0,5.2,78,34.34,0.0,1
"06085512019",30.0,9.2,44,"","",0
"06085512020",30.0,6.3,28,"","",0
"06085512021",50.0,10.0,82,"","",0
"06085512022",41.59,11.9,20,"","",0
"06085512023",50.0,3.9,129,"","",0
"06085512024",50.0,10.5,58,"","",0
"06085512025",30.0,9.9,35,"","",0
"06085512026",50.0,7.7,58,"","",0
"06085512027",31.03,10.1,37,21.04,5.4,2
"06085512029",30.0,10.6,110,33.72,0.0,1
"06085512030",30.0,5.9,34,"","",0
"06085512031",30.0,4.0,47,"","",0
"06085512032",30.0,3.7,31,38.04,36.5,2
"06085512033",30.0,8.2,79,56.82,1.7,5
"06085512034",40.0,5.7,54,"","",0
"06085512035",40.0,5.3,57,"","",0
"06085512036",30.0,7.7,34,"","",0
"06085512037",30.0,1.7,38,"","",0
"06085512038",50.0,3.1,33,"","",0
"06085512039",50.0,5.9,55,"","",0
"06085512042",40.0,1.3,25,47.21,0.0,1
"06085512043",40.0,5.3,31,"","",0
"06085512045",30.0,5.0,60,"","",0
"06085512047",30.0,6.8,59,"","",0
"06085512052",50.0,10.1,43,51.4,0.0,1
"06085512053",50.0,12.1,66,"","",0
"06085512100",50.0,7.5,9,"","",0
"06085512200",55.0,15.9,75,"","",0
"06085512305",50.0,10.2,78,"","",0
"06085512307",60.0,10.6,90,"","",0
"06085512308",55.0,6.5,139,"","",0
"06085512309",55.0,7.5,78,53.95,0.0,1
"06085512310",55.0,7.9,42,75.0,2.3,7
"06085512311",51.75,5.9,64,21.38,28.2,8
"06085512312",55.0,5.5,61,"","",0
"06085512313",53.44,10.4,32,44.38,0.1,2
"06085512314",50.0,11.6,67,47.32,0.0,2
"06085512401",40.0,15.7,44,0.74,0.0,1
"06085512402",40.0,12.7,55,"","",0
"06085512503",60.0,15.1,295,"","",0
"06085512505",45.01,8.3,83,"","",0
"06085512506",50.0,9.4,132,32.3,9.4,2
"06085512508",45.01,8.0,96,54.28,0.0,1
"06085512509",49.57,10.5,55,"","",0
"06085512510",45.01,11.1,120,"","",0
"06085512602",40.0,11.2,16,62.67,0.0,1
"06085512603",52.0,14.7,28,46.66,19.3,5
"06085512604",50.0,9.8,30,"","",0
"06085513500",45.35,10.5,4,"","",0
"06095201004",73.89,2.2,4,"","",0
"06095201005",74.03,2.0,2,"","",0
"06095250103",77.03,9.6,78,"","",0
"06095250104",75.73,5.1,30,"","",0
"06095250105",78.18,4.9,133,"","",0
"06095250106",74.23,4.3,108,"","",0
"06095250200",73.68,6.2,71,54.84,5.7,2
"06095250300",70.83,10.2,73,52.49,5.8,2
"06095250400",72.77,5.7,76,33.33,0.0,1
"06095250501",73.85,5.6,37,"","",0
"06095250502",76.61,5.1,70,"","",0
"06095250601",73.24,6.4,86,"","",0
"06095250604",74.94,4.9,114,"","",0
"06095250605",73.78,4.5,81,"","",0
"06095250701",71.92,5.7,38,69.04,2.4,2
"06095250801",71.59,5.1,69,"","",0
"06095250900",75.67,12.9,19,66.66,2.2,7
"06095251000",77.77,7.5,45,63.63,0.0,1
"06095251100",76.75,6.3,58,75.38,6.7,4
"06095251200",77.24,6.1,64,81.86,0.7,2
"06095251300",74.3,6.2,76,70.0,0.0,1
"06095251400",73.23,6.1,110,"","",0
"06095251500",78.02,6.5,65,71.94,18.5,12
"06095251600",79.06,12.1,37,69.56,0.0,1
"06095251701",73.33,6.0,56,46.66,10.8,3
"06095251702",71.98,5.2,116,"","",0
"06095251802",69.16,7.3,10,67.84,5.3,6
"06095251803",72.0,6.5,86,"","",0
"06095251804",75.0,4.2,51,"","",0
"06095251901",73.91,6.9,134,75.96,0.0,1
"06095251902",72.72,6.7,109,"","",0
"06095251903",72.52,6.9,107,57.81,0.0,1
"06095252000",70.76,9.6,53,55.35,24.1,3
"06095252102",72.44,8.0,62,0.0,0.0,1
"06095252103",74.0,4.8,75,"","",0
"06095252104",74.24,2.7,123,"","",0
"06095252105",73.33,6.0,73,72.97,0.0,1
"06095252106",75.29,5.7,71,"","",0
"06095252107",73.65,4.9,54,"","",0
"06095252108",73.23,5.6,47,"","",0
"06095252201",73.31,6.5,192,"","",0
"06095252202",72.97,5.5,231,"","",0
"06095252305",73.91,6.1,73,"","",0
"06095252306",72.38,10.5,54,67.44,7.3,4
"06095252310",75.66,4.5,62,"","",0
"06095252311",73.15,4.5,68,"","",0
"06095252312",73.33,3.8,47,"","",0
"06095252313",74.22,4.1,164,"","",0
"06095252314",70.58,4.4,53,16.34,0.0,1
"06095252315",70.07,5.4,46,"","",0
"06095252316",71.79,4.9,53,"","",0
"06095252317",75.39,4.7,267,"","",0
"06095252401",72.56,6.9,78,57.14,0.0,1
"06095252402",72.48,10.4,64,71.01,0.0,1
"06095252501",76.47,11.6,37,"","",0
"06095252502",66.66,22.2,13,71.11,0.0,1
"06095252604",77.52,14.1,30,"","",0
"06095252605",74.78,11.9,40,63.15,0.0,1
"06095252606",75.8,4.7,59,"","",0
"06095252607",76.28,6.0,29,"","",0
"06095252608",76.04,5.2,53,59.37,0.0,1
"06095252610",74.28,4.8,47,"","",0
"06095252611",74.6,6.6,67,"","",0
"06095252702",74.94,6.4,110,54.54,0.0,1
"06095252703",74.92,4.2,90,"","",0
"06095252704",75.71,4.4,60,59.48,0.0,1
"06095252705",73.33,4.4,113,"","",0
"06095252706",73.68,4.3,105,"","",0
"06095252707",71.59,8.9,48,"","",0
"06095252903",60.31,10.0,57,"","",0
"06095252904",76.17,14.8,153,62.53,14.5,2
"06095252908",70.42,5.6,44,"","",0
"06095252909",72.65,4.9,69,"","",0
"06095252910",72.68,5.1,111,"","",0
"06095252911",72.22,6.4,144,50.87,18.4,5
"06095252912",74.0,5.7,80,51.56,0.0,1
"06095252913",71.59,4.4,80,48.74,0.0,1
"06095252914",72.6,5.2,105,"","",0
"06095252915",74.78,3.9,109,"","",0
"06095253101",74.14,6.3,69,59.93,5.2,6
"06095253105",72.11,4.7,74,50.0,6.8,3
"06095253106",72.55,4.8,47,54.54,0.0,1
"06095253107",72.72,4.8,84,"","",0
"06095253108",72.41,4.8,69,23.2,0.0,1
"06095253201",77.03,3.8,76,"","",0
"06095253203",74.98,7.4,69,"","",0
"06095253204",73.81,7.1,86,"","",0
"06095253205",75.78,6.7,55,69.86,1.7,2
"06095253206",75.91,5.4,68,"","",0
"06095253300",49.97,12.4,16,"","",0
"06095253402",71.42,7.4,87,63.19,0.0,1
"06095253403",71.5,6.4,84,66.97,1.0,2
"06095253404",77.29,8.3,179,"","",0
"06095253500",70.98,7.7,252,39.39,0.0,1
"06097150100",59.97,15.2,32,60.0,0.0,1
"06097150202",60.0,7.1,98,58.82,8.0,3
"06097150203",60.0,10.6,82,44.44,0.0,1
"06097150204",60.0,9.1,56,52.48,9.3,8
"06097150303",60.0,10.1,100,"","",0
"06097150304",60.0,8.0,85,0.0,29.1,3
"06097150305",60.0,8.7,46,"","",0
"06097150306",60.0,11.7,58,50.0,0.0,1
"06097150500",60.0,10.8,71,74.51,3.4,3
"06097150601",60.0,3.9,44,"","",0
"06097150602",60.0,3.7,61,"","",0
"06097150603",60.0,4.5,76,24.61,21.2,3
"06097150607",60.0,7.4,87,"","",0
"06097150609",60.0,0.2,48,"","",0
"06097150610",60.0,1.7,54,"","",0
"06097150611",60.05,7.9,89,"","",0
"06097150612",60.0,3.4,41,71.19,0.2,2
"06097150701",60.01,4.8,61,54.21,22.3,6
"06097150702",60.0,9.1,99,"","",0
"06097150800",60.0,3.4,55,"","",0
"06097150901",60.0,4.6,61,70.06,1.1,7
"06097150902",60.0,5.3,52,63.73,4.6,2
"06097151000",60.0,10.0,34,63.51,0.7,2
"06097151100",60.0,7.9,29,"","",0
"06097151201",60.0,12.6,49,63.97,21.0,5
"06097151203",60.0,3.6,86,"","",0
"06097151204",60.0,1.4,45,57.04,7.5,2
"06097151301",60.0,3.3,37,"","",0
"06097151305",60.0,9.6,61,67.28,13.6,6
"06097151306",60.0,11.3,61,"","",0
"06097151307",60.0,3.3,84,"","",0
"06097151308",60.0,0.1,27,65.71,5.7,2
"06097151309",60.0,5.6,70,"","",0
"06097151310",60.0,4.0,60,"","",0
"06097151311",60.0,4.1,98,68.28,8.5,2
"06097151401",60.02,9.6,154,56.47,0.0,1
"06097151402",60.0,5.4,63,53.84,19.3,7
"06097151502",60.0,8.8,93,54.75,0.0,1
"06097151503",60.0,7.4,45,"","",0
"06097151504",60.06,6.7,65,"","",0
"06097151601",64.36,7.4,112,55.66,0.0,1
"06097151602",64.36,12.4,142,"","",0
"06097151700",60.82,5.8,80,"","",0
"06097151800",60.0,4.8,98,79.26,20.9,14
"06097151900",60.0,2.5,34,72.5,2.5,2
"06097152000",60.05,3.2,13,70.71,23.6,16
"06097152100",60.0,2.2,24,64.03,6.0,2
"06097152201",60.0,3.5,47,39.13,0.0,1
"06097152202",60.0,3.1,90,"","",0
"06097152203",60.0,4.0,38,75.94,4.4,6
"06097152300",60.0,3.0,61,62.51,0.0,1
"06097152400",60.0,5.3,215,67.21,33.0,6
"06097152501",60.0,7.9,67,63.34,0.0,1
"06097152502",60.0,3.1,44,"","",0
"06097152600",60.0,7.4,127,35.13,0.0,1
"06097152701",60.0,6.7,67,53.04,11.9,2
"06097152702",60.0,7.9,48,70.44,9.7,5
"06097152801",61.22,9.2,79,64.06,5.7,2
"06097152802",60.0,4.8,52,71.42,0.0,1
"06097152903",60.0,9.3,61,"","",0
"06097152904",60.0,4.7,84,"","",0
"06097152905",63.53,3.3,44,"","",0
"06097152906",60.0,10.0,89,68.89,0.0,1
"06097153001",60.0,3.7,54,74.57,6.0,5
"06097153002",60.0,4.1,89,"","",0
"06097153003",60.0,1.5,60,66.66,0.0,1
"06097153005",60.0,3.4,85,75.55,0.0,1
"06097153006",60.0,19.3,96,"","",0
"06097153102",60.0,0.8,45,"","",0
"06097153103",60.0,4.8,46,0.0,0.0,1
"06097153104",60.0,1.3,20,57.79,0.6,2
"06097153200",60.0,9.3,92,57.68,0.0,1
"06097153300",60.0,7.4,203,79.36,8.0,21
"06097153401",60.0,8.8,69,61.53,5.8,5
"06097153403",60.0,12.1,57,18.79,29.2,11
"06097153404",60.0,5.4,44,59.96,0.0,1
"06097153501",60.0,5.8,42,"","",0
"06097153502",60.0,16.5,35,52.38,0.0,1
"06097153600",60.01,14.3,53,32.5,32.5,2
"06097153703",64.26,11.7,115,66.47,4.9,2
"06097153704",69.62,14.7,83,72.13,1.6,2
"06097153705",68.45,11.3,58,58.96,9.0,2
"06097153706",64.28,15.9,69,"","",0
"06097153801",60.0,8.6,150,74.93,0.0,1
"06097153804",62.71,4.9,51,"","",0
"06097153806",60.05,7.2,46,61.53,0.0,1
"06097153807",60.0,6.2,58,"","",0
"06097153808",60.0,4.8,62,76.0,3.9,49
"06097153809",60.0,4.7,44,"","",0
"06097153901",60.0,11.9,96,36.2,0.0,1
"06097153902",60.0,7.7,51,68.16,11.9,6
"06097153903",60.0,6.1,80,0.0,32.0,5
"06097154000",33.33,13.8,23,"","",0
"06097154100",54.99,17.0,38,31.82,31.8,2
"06097154201",60.0,8.2,45,"","",0
"06097154202",60.0,9.0,143,64.49,0.0,1
"06097154302",60.0,10.0,85,67.47,16.9,5
"06097154303",60.0,13.2,84,45.45,0.0,1
"06097154304",54.63,14.6,40,60.39,0.0,1
"06097201500",37.5,0.0,1,"","",0
