"geo_id","med_sqft","count1","med_sqft_2014_sales","count2"
"06085511916",1616.0,1379,1573.0,25
"06085512001",1879.0,2043,1674.0,28
"06085512005",1710.0,2053,1603.0,29
"06085512017",1458.0,1752,1502.0,30
"06085512019",1581.0,1134,1581.0,18
"06085512020",1581.0,628,1782.0,8
"06085512021",1468.0,1737,1452.0,36
"06085512022",1638.0,497,1613.5,12
"06085512023",959.0,1942,903.0,44
"06085512024",1529.5,1114,1594.5,22
"06085512025",2084.0,991,1507.0,22
"06085512026",1260.0,1331,1294.0,23
"06085512027",1466.0,802,1354.0,21
"06085512029",1543.0,2276,1400.0,49
"06085512030",1826.0,982,1695.0,17
"06085512031",1617.0,1362,1717.0,21
"06085512032",1392.0,1034,1308.0,15
"06085512033",1722.0,1696,1497.0,31
"06085512034",1517.0,1045,1470.0,18
"06085512035",1733.0,1301,1513.0,25
"06085512036",1683.0,821,1947.0,10
"06085512037",1495.0,983,1410.0,15
"06085512038",1129.0,510,1129.0,6
"06085512039",1488.0,1064,1355.0,15
"06085512042",1732.0,560,1732.0,8
"06085512043",1340.5,708,1290.0,20
"06085512045",1467.0,1823,1491.0,25
"06085512047",1576.0,1659,1519.5,32
"06085512052",1056.0,791,1002.0,23
"06085512053",1321.0,1562,903.0,39
"06085512100",2329.0,264,3339.0,6
"06085512200",2689.0,1190,2766.0,23
"06085512305",2640.0,1205,2262.0,17
"06085512307",2118.0,1759,1883.0,28
"06085512308",2383.0,2367,2271.0,40
"06085512309",2158.0,1573,2297.0,26
"06085512310",1757.0,795,915.0,40
"06085512311",1840.0,794,1530.5,66
"06085512312",1621.0,972,1673.0,19
"06085512313",1872.0,631,1204.0,10
"06085512314",1686.0,1407,1809.0,21
"06085512401",2052.0,966,2436.0,11
"06085512402",2151.0,1143,2174.0,13
"06085512503",2208.0,2780,2183.0,50
"06085512505",1588.0,1525,1638.5,28
"06085512506",1463.0,1354,1469.5,14
"06085512508",1750.5,1952,1723.0,33
"06085512509",2085.0,876,1944.5,10
"06085512510",1890.0,1677,1858.0,25
"06085512602",1980.0,305,2149.0,5
"06085512603",1389.0,471,1361.0,8
"06085512604",1256.0,697,1395.0,7
"06085513000",2300.0,41,"",0
"06085513500",1396.0,30,2245.0,1
"06085613200",2196.0,1,"",0
"06095011300",0.0,1,"",0
"06095201004",1449.0,53,"",0
"06095201005",1400.0,37,"",0
"06095201007",1280.0,41,1160.0,2
"06095250103",1837.0,1280,1424.0,19
"06095250104",1752.0,679,1711.0,10
"06095250105",1927.0,2263,1785.5,40
"06095250106",2417.0,1462,2418.0,27
"06095250200",1132.0,1134,1119.0,17
"06095250300",1056.0,1126,1107.5,26
"06095250400",1070.0,1146,834.0,15
"06095250501",1255.0,738,1258.0,9
"06095250502",1634.0,1122,1183.0,17
"06095250601",1150.0,1526,1108.5,26
"06095250604",1656.0,1507,1541.0,13
"06095250605",1802.0,1519,1768.5,16
"06095250701",1154.0,658,1280.0,11
"06095250801",1796.0,773,1560.0,9
"06095250900",1305.0,319,1308.5,8
"06095251000",1561.0,683,1407.0,11
"06095251100",1166.0,933,1262.0,15
"06095251200",1147.5,970,907.5,12
"06095251300",1503.0,1205,1448.0,18
"06095251400",1377.0,1760,1681.0,29
"06095251500",1215.0,903,1248.0,15
"06095251600",1318.5,586,1546.0,14
"06095251701",1176.5,920,1379.0,23
"06095251702",988.0,1038,1065.0,20
"06095251802",968.0,221,1038.0,5
"06095251803",1285.0,1409,1232.0,17
"06095251804",1441.0,1010,1400.0,7
"06095251901",1200.0,1629,1228.0,25
"06095251902",1323.5,1684,1440.0,18
"06095251903",1511.0,1641,1230.0,28
"06095252000",1640.0,1503,1439.0,17
"06095252102",1464.0,1318,1336.0,15
"06095252103",1870.0,1582,2007.0,22
"06095252104",2498.0,1793,2437.0,21
"06095252105",1663.0,1340,1461.0,25
"06095252106",1735.0,1320,1502.0,16
"06095252107",1724.0,1207,1477.0,12
"06095252108",1579.0,1139,1449.0,15
"06095252201",2301.0,3161,2164.0,55
"06095252202",1816.0,3382,1835.0,37
"06095252305",1947.0,1425,1926.0,21
"06095252306",1843.0,1204,1968.0,12
"06095252310",2780.0,1116,2610.0,15
"06095252311",2551.0,1360,2607.5,16
"06095252312",1678.0,878,1573.0,8
"06095252313",2127.0,1491,1958.0,21
"06095252314",1474.0,1256,1483.0,24
"06095252315",2048.0,1377,1905.0,9
"06095252316",1603.0,1068,1506.5,14
"06095252317",2109.0,2313,2065.0,30
"06095252401",1140.0,1267,1160.0,23
"06095252402",1248.0,1232,1156.0,22
"06095252501",1208.0,640,1223.0,6
"06095252502",1109.5,354,1174.0,3
"06095252604",1385.0,739,1298.0,15
"06095252605",1300.0,847,1269.0,7
"06095252606",1287.0,1022,1412.0,21
"06095252607",1228.5,650,1046.0,7
"06095252608",1280.0,895,1285.0,21
"06095252610",1456.0,1030,1506.0,16
"06095252611",1156.0,1009,1095.0,10
"06095252702",1569.0,2589,1668.0,34
"06095252703",1474.0,1183,1474.0,19
"06095252704",1440.0,1193,1380.0,10
"06095252705",1492.0,1898,1532.0,23
"06095252706",1580.0,1232,1580.0,17
"06095252707",1482.5,1126,1652.0,15
"06095252801",1453.5,2,"",0
"06095252903",2273.0,1363,2549.5,12
"06095252904",1898.0,1534,1659.0,16
"06095252908",1799.0,865,1672.5,10
"06095252909",1533.0,1108,1512.0,11
"06095252910",1634.0,1829,1614.0,34
"06095252911",1314.0,1933,1314.0,27
"06095252912",2110.0,1831,2110.0,23
"06095252913",1604.0,1715,1627.0,17
"06095252914",1534.0,1664,1334.0,21
"06095252915",2179.0,1336,2019.5,24
"06095253101",1396.0,1729,1276.0,19
"06095253105",1376.0,1081,1247.0,8
"06095253106",1341.0,966,1314.0,8
"06095253107",1318.0,1459,1277.0,12
"06095253108",1497.0,1098,1557.0,19
"06095253201",1851.0,1822,1851.0,16
"06095253203",1294.0,1375,1414.0,18
"06095253204",2003.0,1805,1807.5,26
"06095253205",1692.0,862,2434.0,23
"06095253206",1952.0,1016,1989.0,17
"06095253300",1962.5,316,1081.5,2
"06095253402",1484.0,1778,1618.5,26
"06095253403",1757.0,1594,1771.0,21
"06095253404",1764.5,1738,1787.0,16
"06095253500",1608.5,3972,1551.0,59
"06095327000",0.0,1,"",0
"06097150100",1664.5,776,1768.0,7
"06097150202",1393.0,2080,1325.0,39
"06097150203",1390.5,1474,1464.0,27
"06097150204",1650.0,1366,1691.0,29
"06097150303",1532.0,1971,1556.0,31
"06097150304",1360.0,1881,1514.0,35
"06097150305",1276.0,1109,1214.0,20
"06097150306",1247.0,1304,987.0,19
"06097150500",1584.0,1787,1344.0,33
"06097150601",1404.0,1193,1432.0,14
"06097150602",1498.0,1528,1568.0,8
"06097150603",1492.0,2031,1513.0,27
"06097150607",1985.0,1698,2069.0,16
"06097150609",1344.0,1499,1702.0,19
"06097150610",1548.0,1325,1502.0,23
"06097150611",1832.0,1007,1780.5,14
"06097150612",1864.0,1294,1864.0,11
"06097150701",1220.0,1356,932.0,18
"06097150702",1878.0,1737,1459.0,17
"06097150800",1538.0,1515,1771.0,21
"06097150901",1186.0,1288,1215.0,26
"06097150902",1620.0,1218,1351.5,16
"06097151000",1744.0,1042,1085.0,6
"06097151100",1845.5,1044,1500.0,13
"06097151201",1302.0,1597,1701.0,19
"06097151203",1344.0,1660,1176.0,23
"06097151204",1374.5,1112,1556.5,16
"06097151301",1232.0,1102,1200.0,9
"06097151305",1131.0,1031,991.0,23
"06097151306",1196.0,1195,1172.0,22
"06097151307",1685.0,1836,1800.0,29
"06097151308",1921.0,1044,1911.0,11
"06097151309",1470.0,1639,1459.0,23
"06097151310",1364.0,1101,1354.5,14
"06097151311",1584.0,1948,1720.5,24
"06097151401",1015.0,1721,1166.5,30
"06097151402",0.0,1764,1412.5,28
"06097151502",1559.0,2205,1295.5,32
"06097151503",2212.0,1429,2356.5,20
"06097151504",1576.0,1329,1649.0,21
"06097151601",1411.5,1748,1401.0,29
"06097151602",1818.0,1958,1618.0,57
"06097151700",1516.0,1618,1337.0,32
"06097151800",1273.0,1963,1235.0,32
"06097151900",1123.0,775,1166.0,19
"06097152000",1358.0,309,1067.0,9
"06097152100",1256.0,671,1310.0,11
"06097152201",1243.0,1047,1036.0,11
"06097152202",1316.0,2019,1587.5,20
"06097152203",1532.0,1027,1499.5,24
"06097152300",1743.0,1692,1739.0,35
"06097152400",2280.0,3584,2271.0,60
"06097152501",1408.0,1170,1514.0,25
"06097152502",1320.0,1139,1300.0,23
"06097152600",1945.0,3016,1596.0,48
"06097152701",1727.0,1702,1775.5,20
"06097152702",1840.0,1237,1632.0,14
"06097152801",1492.0,1832,1389.0,37
"06097152802",1015.0,976,1187.0,26
"06097152903",1274.0,1109,1150.0,25
"06097152904",1440.0,1810,1259.0,18
"06097152905",1523.0,1173,1400.0,8
"06097152906",1407.0,1571,860.0,27
"06097153001",1333.0,1222,1199.0,20
"06097153002",1144.0,1719,1235.0,22
"06097153003",1218.0,1391,1322.0,20
"06097153005",1558.0,2104,1412.0,28
"06097153006",1308.0,2350,1184.5,46
"06097153102",1200.0,981,1071.0,17
"06097153103",1150.0,909,1250.0,11
"06097153104",1120.0,580,1208.0,10
"06097153200",1352.0,1756,1391.0,20
"06097153300",1242.0,3006,1326.0,46
"06097153401",1472.0,2029,1390.0,22
"06097153403",1474.0,1249,1633.0,21
"06097153404",1688.0,1256,1710.0,9
"06097153501",1670.0,1383,1463.0,18
"06097153502",1728.0,1191,1739.5,10
"06097153600",1591.5,1658,1179.5,18
"06097153703",992.0,2200,973.5,38
"06097153704",1012.0,1943,1080.0,31
"06097153705",1139.0,1413,1007.0,24
"06097153706",1200.0,1751,1152.0,27
"06097153801",1297.0,2685,1343.5,50
"06097153804",1802.0,1128,1599.0,19
"06097153806",1768.0,1057,1842.5,28
"06097153807",1946.0,1295,1722.0,17
"06097153808",1114.0,1225,1284.5,16
"06097153809",1755.5,1274,1939.5,18
"06097153901",1369.0,1934,1380.0,31
"06097153902",1293.0,1173,1213.0,18
"06097153903",1617.0,1439,1525.0,25
"06097154000",1678.0,647,2177.0,12
"06097154100",1514.0,949,1664.0,13
"06097154201",1128.0,972,1130.5,10
"06097154202",1318.0,2180,1300.0,55
"06097154302",1630.0,1933,1715.0,31
"06097154303",1586.0,2003,1428.0,30
"06097154304",1009.5,1330,1162.5,18
"06097201500",2072.0,1,"",0
